Institution,ID,Lived,LivedB,Year,SRP,Pknown,Groupsize,GS,Males,Females,UD,PM,PF,PUD,SIRE,DAM
HUNBSTRND,ZDW16-02870 | [HUNBSTRND/216123],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,10
HUNBSTRND,ZDW16-02871 | [HUNBSTRND/216124],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,10,8
HUNBSTRND,ZDW16-02872 | [HUNBSTRND/216125],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,10,8
HUNBSTRND,ZDW16-02873 | [HUNBSTRND/216126],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,10,8
HUNBSTRND,ZDW16-02874 | [HUNBSTRND/216127],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,10,8
HUNBSTRND,ZDW16-02875 | [HUNBSTRND/216128],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,10,8
HUNBSTRND,ZDW16-02876 | [HUNBSTRND/216129],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,10,8
HUNBSTRND,ZDW16-02877 | [HUNBSTRND/216130],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,10,8
HUNBSTRND,ZDW16-02878 | [HUNBSTRND/216131],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,6
HUNBSTRND,ZDW16-02879 | [HUNBSTRND/216132],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,6
HUNBSTRND,ZDW16-02880 | [HUNBSTRND/216133],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,6
HUNBSTRND,ZDW16-02881 | [HUNBSTRND/216134],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,6
HUNBSTRND,ZDW16-02882 | [HUNBSTRND/216135],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,6
HUNBSTRND,ZDW16-02883 | [HUNBSTRND/216136],NO,0,2016,2 (1M/1F),1,130 (43M/59F/28UD),130,43,59,28,0.331,0.454,0.215,7,6
HUNBSTRND,ZDW16-02884 | [HUNBSTRND/216137],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,9
HUNBSTRND,ZDW16-02885 | [HUNBSTRND/216138],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,9
HUNBSTRND,ZDW16-02886 | [HUNBSTRND/216139],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,7,9
HUNBSTRND,ZDW16-02887 | [HUNBSTRND/216140],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,7,9
HUNBSTRND,ZDW16-02888 | [HUNBSTRND/216141],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,7,9
HUNBSTRND,ZDW16-02889 | [HUNBSTRND/216142],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,7,9
HUNBSTRND,ZDW16-02890 | [HUNBSTRND/216143],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,9
HUNBSTRND,ZDW16-02891 | [HUNBSTRND/216144],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,9
HUNBSTRND,ZDW16-02892 | [HUNBSTRND/216145],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,7,9
HUNBSTRND,ZDW16-02894 | [HUNBSTRND/216147],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,7,9
HUNBSTRND,ZDW16-02895 | [HUNBSTRND/216148],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,7,9
HUNBSTRND,ZDW16-02896 | [HUNBSTRND/216149],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,7,9
HUNBSTRND,ZDW16-02897 | [HUNBSTRND/216150],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,6,7
HUNBSTRND,ZDW16-02898 | [HUNBSTRND/216151],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,6,7
HUNBSTRND,ZDW16-02910 | [HUNBSTRND/216163],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,5,5
HUNBSTRND,ZDW16-02911 | [HUNBSTRND/216164],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,5,5
HUNBSTRND,ZDW16-02912 | [HUNBSTRND/216165],NO,0,2016,2 (1M/1F),1,130 (43M/59F/28UD),130,43,59,28,0.331,0.454,0.215,5,5
HUNBSTRND,ZDW16-02913 | [HUNBSTRND/216180],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,5,5
HUNBSTRND,ZDW16-02914 | [HUNBSTRND/216170],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,5,7
HUNBSTRND,ZDW16-02915 | [HUNBSTRND/216171],YES,1,2016,2 (1M/1F),1,130 (43M/59F/28UD),130,43,59,28,0.331,0.454,0.215,5,7
HUNBSTRND,ZDW16-02916 | [HUNBSTRND/216172],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,5,7
HUNBSTRND,ZDW16-02917 | [HUNBSTRND/216173],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,5,7
HUNBSTRND,ZDW16-02918 | [HUNBSTRND/216174],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,4,6
HUNBSTRND,ZDW16-02919 | [HUNBSTRND/216175],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,4,6
HUNBSTRND,ZDW16-02920 | [HUNBSTRND/216176],YES,1,2016,2 (1M/1F),1,130 (42M/59F/29UD),130,42,59,29,0.323,0.454,0.223,4,6
HUNBSTRND,ZDW16-02921 | [HUNBSTRND/216177],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,4,6
HUNBSTRND,ZDW16-02922 | [HUNBSTRND/216178],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,4,6
HUNBSTRND,ZDW16-02923 | [HUNBSTRND/216179],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,4,6
HUNBSTRND,ZDW16-02924 | [HUNBSTRND/216166],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,5,9
HUNBSTRND,ZDW16-02925 | [HUNBSTRND/216167],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,5,9
HUNBSTRND,ZDW16-02926 | [HUNBSTRND/216168],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,5,9
HUNBSTRND,ZDW16-02927 | [HUNBSTRND/216169],YES,1,2016,2 (1M/1F),1,130 (43M/58F/29UD),130,43,58,29,0.331,0.446,0.223,5,9
HUNBSTRND,ZDW17-03064 | [HUNBSTRND/217051],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,12,8
HUNBSTRND,ZDW17-03065 | [HUNBSTRND/217052],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,12,8
HUNBSTRND,ZDW17-03066 | [HUNBSTRND/217053],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,12,8
HUNBSTRND,ZDW17-03067 | [HUNBSTRND/217054],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,12,8
HUNBSTRND,ZDW17-03068 | [HUNBSTRND/217055],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,11,10
HUNBSTRND,ZDW17-03069 | [HUNBSTRND/217056],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,11,10
HUNBSTRND,ZDW17-03070 | [HUNBSTRND/217057],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,11,10
HUNBSTRND,ZDW17-03071 | [HUNBSTRND/217058],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,11,10
HUNBSTRND,ZDW17-03072 | [HUNBSTRND/217059],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,11,10
HUNBSTRND,ZDW17-03073 | [HUNBSTRND/217060],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,9
HUNBSTRND,ZDW17-03074 | [HUNBSTRND/217061],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,9
HUNBSTRND,ZDW17-03075 | [HUNBSTRND/217062],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,9
HUNBSTRND,ZDW17-03076 | [HUNBSTRND/217063],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,9
HUNBSTRND,ZDW17-03077 | [HUNBSTRND/217064],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,9
HUNBSTRND,ZDW17-03078 | [HUNBSTRND/217065],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,9
HUNBSTRND,ZDW17-03080 | [HUNBSTRND/217067],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,11,8
HUNBSTRND,ZDW17-03081 | [HUNBSTRND/217068],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,11,8
HUNBSTRND,ZDW17-03083 | [HUNBSTRND/217070],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,11,8
HUNBSTRND,ZDW17-03084 | [HUNBSTRND/217071],NA,NA,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,8
HUNBSTRND,ZDW17-03085 | [HUNBSTRND/217072],NA,NA,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,8
HUNBSTRND,ZDW17-03086 | [HUNBSTRND/217073],NA,NA,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,8
HUNBSTRND,ZDW17-03087 | [HUNBSTRND/217074],NA,NA,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,8
HUNBSTRND,ZDW17-03088 | [HUNBSTRND/217075],NA,NA,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,8
HUNBSTRND,ZDW17-03089 | [HUNBSTRND/217076],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,8
HUNBSTRND,ZDW17-03090 | [HUNBSTRND/217077],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,8
HUNBSTRND,ZDW17-03091 | [HUNBSTRND/217078],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,8
HUNBSTRND,ZDW17-03092 | [HUNBSTRND/217079],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,8
HUNBSTRND,ZDW17-03093 | [HUNBSTRND/217080],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,8
HUNBSTRND,ZDW17-03094 | [HUNBSTRND/217081],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,8
HUNBSTRND,ZDW17-03095 | [HUNBSTRND/217082],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,8
HUNBSTRND,ZDW17-03096 | [HUNBSTRND/217083],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,8,7
HUNBSTRND,ZDW17-03097 | [HUNBSTRND/217084],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,8
HUNBSTRND,ZDW17-03098 | [HUNBSTRND/217085],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,8
HUNBSTRND,ZDW17-03099 | [HUNBSTRND/217086],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,10,8
HUNBSTRND,ZDW17-03101 | [HUNBSTRND/217088],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,10,8
HUNBSTRND,ZDW17-03102 | [HUNBSTRND/217089],YES,1,2017,2 (1M/1F),1,125 (48M/58F/19UD),125,48,58,19,0.384,0.464,0.152,7,8
HUNBSTRND,ZDW17-03103 | [HUNBSTRND/217090],YES,1,2017,2 (1M/1F),1,125 (48M/58F/19UD),125,48,58,19,0.384,0.464,0.152,7,8
HUNBSTRND,ZDW17-03104 | [HUNBSTRND/217091],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,6,8
HUNBSTRND,ZDW17-03105 | [HUNBSTRND/217092],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,6,8
HUNBSTRND,ZDW17-03106 | [HUNBSTRND/217093],NO,0,2017,2 (1M/1F),1,125 (48M/58F/19UD),125,48,58,19,0.384,0.464,0.152,6,8
HUNBSTRND,ZDW17-03107 | [HUNBSTRND/217094],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,5,7
HUNBSTRND,ZDW17-03108 | [HUNBSTRND/217095],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,5,7
HUNBSTRND,ZDW17-03109 | [HUNBSTRND/217096],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,5,7
HUNBSTRND,ZDW17-03110 | [HUNBSTRND/217097],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,5,7
HUNBSTRND,ZDW17-03111 | [HUNBSTRND/217098],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,5,7
HUNBSTRND,ZDW17-03112 | [HUNBSTRND/217099],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,5,7
HUNBSTRND,ZDW17-03113 | [HUNBSTRND/217100],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,6,6
HUNBSTRND,ZDW17-03114 | [HUNBSTRND/217101],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,6,6
HUNBSTRND,ZDW17-03115 | [HUNBSTRND/217102],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,6,6
HUNBSTRND,ZDW17-03116 | [HUNBSTRND/217103],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,6,6
HUNBSTRND,ZDW17-03117 | [HUNBSTRND/217104],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,6,6
HUNBSTRND,ZDW17-03118 | [HUNBSTRND/217105],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,8,10
HUNBSTRND,ZDW17-03119 | [HUNBSTRND/217106],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,8,10
HUNBSTRND,ZDW17-03120 | [HUNBSTRND/217107],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,8,10
HUNBSTRND,ZDW17-03121 | [HUNBSTRND/217108],YES,1,2017,2 (1M/1F),1,125 (47M/58F/20UD),125,47,58,20,0.376,0.464,0.16,8,10
HUNBSTRND,ZDW17-03122 | [HUNBSTRND/217109],YES,1,2017,2 (1M/1F),1,125 (48M/57F/20UD),125,48,57,20,0.384,0.456,0.16,8,10
HUNBSTRND,ZDW17-03217 | [HUNBSTRND/217184],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,13,9
HUNBSTRND,ZDW17-03218 | [HUNBSTRND/217185],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,13,9
HUNBSTRND,ZDW18-03302 | [HUNBSTRND/218086],YES,1,2018,2 (1M/1F),1,127 (30M/36F/61UD),127,30,36,61,0.236,0.283,0.48,13,12
HUNBSTRND,ZDW18-03303 | [HUNBSTRND/218087],YES,1,2018,2 (1M/1F),1,127 (30M/36F/61UD),127,30,36,61,0.236,0.283,0.48,13,12
HUNBSTRND,ZDW18-03304 | [HUNBSTRND/218088],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,13,12
HUNBSTRND,ZDW18-03305 | [HUNBSTRND/218089],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,13,12
HUNBSTRND,ZDW18-03306 | [HUNBSTRND/218090],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,13,12
HUNBSTRND,ZDW18-03307 | [HUNBSTRND/218091],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,10
HUNBSTRND,ZDW18-03308 | [HUNBSTRND/218092],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,10
HUNBSTRND,ZDW18-03309 | [HUNBSTRND/218093],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,10
HUNBSTRND,ZDW18-03310 | [HUNBSTRND/218094],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,10
HUNBSTRND,ZDW18-03311 | [HUNBSTRND/218095],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,10
HUNBSTRND,ZDW18-03312 | [HUNBSTRND/218096],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,10
HUNBSTRND,ZDW18-03313 | [HUNBSTRND/218097],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,12,9
HUNBSTRND,ZDW18-03314 | [HUNBSTRND/218098],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,9
HUNBSTRND,ZDW18-03315 | [HUNBSTRND/218099],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,9
HUNBSTRND,ZDW18-03316 | [HUNBSTRND/218100],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,9
HUNBSTRND,ZDW18-03317 | [HUNBSTRND/218101],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,9
HUNBSTRND,ZDW18-03318 | [HUNBSTRND/218102],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,9
HUNBSTRND,ZDW18-03319 | [HUNBSTRND/218103],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,9
HUNBSTRND,ZDW18-03320 | [HUNBSTRND/218104],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,9
HUNBSTRND,ZDW18-03321 | [HUNBSTRND/218105],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,9
HUNBSTRND,ZDW18-03323 | [HUNBSTRND/218107],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,9,8
HUNBSTRND,ZDW18-03324 | [HUNBSTRND/218108],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,9,8
HUNBSTRND,ZDW18-03325 | [HUNBSTRND/218109],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,9
HUNBSTRND,ZDW18-03326 | [HUNBSTRND/218110],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,9
HUNBSTRND,ZDW18-03327 | [HUNBSTRND/218111],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,9
HUNBSTRND,ZDW18-03328 | [HUNBSTRND/218112],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,11,9
HUNBSTRND,ZDW18-03329 | [HUNBSTRND/218113],NO,0,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,11,9
HUNBSTRND,ZDW18-03330 | [HUNBSTRND/218114],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,8,9
HUNBSTRND,ZDW18-03331 | [HUNBSTRND/218115],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,8,9
HUNBSTRND,ZDW18-03333 | [HUNBSTRND/218117],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,7,9
HUNBSTRND,ZDW18-03334 | [HUNBSTRND/218118],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,7,9
HUNBSTRND,ZDW18-03335 | [HUNBSTRND/218119],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,7,9
HUNBSTRND,ZDW18-03336 | [HUNBSTRND/218120],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,7,9
HUNBSTRND,ZDW18-03337 | [HUNBSTRND/218121],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,7,9
HUNBSTRND,ZDW18-03338 | [HUNBSTRND/218122],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,6,8
HUNBSTRND,ZDW18-03339 | [HUNBSTRND/218123],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,6,8
HUNBSTRND,ZDW18-03340 | [HUNBSTRND/218124],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,6,8
HUNBSTRND,ZDW18-03341 | [HUNBSTRND/218125],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,6,8
HUNBSTRND,ZDW18-03342 | [HUNBSTRND/218126],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,6,8
HUNBSTRND,ZDW18-03343 | [HUNBSTRND/218127],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,6,8
HUNBSTRND,ZDW18-03344 | [HUNBSTRND/218128],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,6,8
HUNBSTRND,ZDW18-03345 | [HUNBSTRND/218129],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,7,7
HUNBSTRND,ZDW18-03346 | [HUNBSTRND/218130],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,7,7
HUNBSTRND,ZDW18-03347 | [HUNBSTRND/218131],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,7,7
HUNBSTRND,ZDW18-03348 | [HUNBSTRND/218132],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,7,7
HUNBSTRND,ZDW18-03349 | [HUNBSTRND/218133],NO,0,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,7,7
HUNBSTRND,ZDW18-03350 | [HUNBSTRND/218134],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,9,7
HUNBSTRND,ZDW18-03351 | [HUNBSTRND/218135],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,9,7
HUNBSTRND,ZDW18-03352 | [HUNBSTRND/218136],YES,1,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,9,7
HUNBSTRND,ZDW18-03353 | [HUNBSTRND/218137],YES,1,2018,2 (1M/1F),1,127 (29M/36F/62UD),127,29,36,62,0.228,0.283,0.488,9,7
HUNBSTRND,ZDW18-03354 | [HUNBSTRND/218138],NO,0,2018,2 (1M/1F),1,127 (30M/35F/62UD),127,30,35,62,0.236,0.276,0.488,9,7
HUNBSTRND,ZDW19-03590 | [HUNBSTRND/219065],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,13,12
HUNBSTRND,ZDW19-03591 | [HUNBSTRND/219066],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,13,12
HUNBSTRND,ZDW19-03592 | [HUNBSTRND/219067],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,13,12
