Institution,ID,Lived,LivedB,Year,SRP,Pknown,Groupsize,GS,Males,Females,UD,PM,PF,PUD,SIRE,DAM
HUNBSTRND,ZDW19-03593 | [HUNBSTRND/219068],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,13,12
HUNBSTRND,ZDW19-03594 | [HUNBSTRND/219069],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,13,12
HUNBSTRND,ZDW19-03595 | [HUNBSTRND/219070],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,13,12
HUNBSTRND,ZDW19-03596 | [HUNBSTRND/219071],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,13,12
HUNBSTRND,ZDW19-03597 | [HUNBSTRND/219072],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,13,12
HUNBSTRND,ZDW19-03598 | [HUNBSTRND/219073],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,13,12
HUNBSTRND,ZDW19-03599 | [HUNBSTRND/219074],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,13,12
HUNBSTRND,ZDW19-03600 | [HUNBSTRND/219075],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,13,12
HUNBSTRND,ZDW19-03601 | [HUNBSTRND/219076],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,11,10
HUNBSTRND,ZDW19-03602 | [HUNBSTRND/219077],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,11,10
HUNBSTRND,ZDW19-03603 | [HUNBSTRND/219078],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,11,10
HUNBSTRND,ZDW19-03604 | [HUNBSTRND/219079],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,11,10
HUNBSTRND,ZDW19-03605 | [HUNBSTRND/219080],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,11,10
HUNBSTRND,ZDW19-03606 | [HUNBSTRND/219081],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,11,10
HUNBSTRND,ZDW19-03607 | [HUNBSTRND/219082],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,12,9
HUNBSTRND,ZDW19-03608 | [HUNBSTRND/219083],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,12,9
HUNBSTRND,ZDW19-03609 | [HUNBSTRND/219084],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,12,9
HUNBSTRND,ZDW19-03610 | [HUNBSTRND/219085],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,12,9
HUNBSTRND,ZDW19-03611 | [HUNBSTRND/219086],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,12,9
HUNBSTRND,ZDW19-03612 | [HUNBSTRND/219121],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,10,2
HUNBSTRND,ZDW19-03613 | [HUNBSTRND/219122],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,10,2
HUNBSTRND,ZDW19-03614 | [HUNBSTRND/219123],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,10,2
HUNBSTRND,ZDW19-03615 | [HUNBSTRND/219124],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,10,2
HUNBSTRND,ZDW19-03616 | [HUNBSTRND/219125],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,10,2
HUNBSTRND,ZDW19-03617 | [HUNBSTRND/219087],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,12,10
HUNBSTRND,ZDW19-03618 | [HUNBSTRND/219088],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,12,10
HUNBSTRND,ZDW19-03619 | [HUNBSTRND/219089],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,12,10
HUNBSTRND,ZDW19-03620 | [HUNBSTRND/219116],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,10,8
HUNBSTRND,ZDW19-03621 | [HUNBSTRND/219090],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,12,10
HUNBSTRND,ZDW19-03623 | [HUNBSTRND/219118],YES,1,2019,2 (1M/1F),1,126 (40M/40F/46UD),126,40,40,46,0.317,0.317,0.365,10,8
HUNBSTRND,ZDW19-03624 | [HUNBSTRND/219119],YES,1,2019,2 (1M/1F),1,126 (40M/40F/46UD),126,40,40,46,0.317,0.317,0.365,10,8
HUNBSTRND,ZDW19-03625 | [HUNBSTRND/219120],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,10,8
HUNBSTRND,ZDW19-03626 | [HUNBSTRND/219111],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,8,8
HUNBSTRND,ZDW19-03627 | [HUNBSTRND/219091],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,12,10
HUNBSTRND,ZDW19-03628 | [HUNBSTRND/219112],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,8,8
HUNBSTRND,ZDW19-03629 | [HUNBSTRND/219092],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,12,10
HUNBSTRND,ZDW19-03630 | [HUNBSTRND/219113],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,8,8
HUNBSTRND,ZDW19-03631 | [HUNBSTRND/219114],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,8,8
HUNBSTRND,ZDW19-03632 | [HUNBSTRND/219093],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,12,10
HUNBSTRND,ZDW19-03633 | [HUNBSTRND/219115],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,8,8
HUNBSTRND,ZDW19-03634 | [HUNBSTRND/219094],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,12,10
HUNBSTRND,ZDW19-03635 | [HUNBSTRND/219105],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,7,9
HUNBSTRND,ZDW19-03636 | [HUNBSTRND/219106],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,7,9
HUNBSTRND,ZDW19-03637 | [HUNBSTRND/219107],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,7,9
HUNBSTRND,ZDW19-03638 | [HUNBSTRND/219108],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,7,9
HUNBSTRND,ZDW19-03639 | [HUNBSTRND/219109],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,7,9
HUNBSTRND,ZDW19-03640 | [HUNBSTRND/219110],YES,1,2019,2 (1M/1F),1,126 (40M/40F/46UD),126,40,40,46,0.317,0.317,0.365,7,9
HUNBSTRND,ZDW19-03641 | [HUNBSTRND/219095],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,10,9
HUNBSTRND,ZDW19-03642 | [HUNBSTRND/219100],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,8,10
HUNBSTRND,ZDW19-03643 | [HUNBSTRND/219101],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,8,10
HUNBSTRND,ZDW19-03644 | [HUNBSTRND/219102],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,8,10
HUNBSTRND,ZDW19-03645 | [HUNBSTRND/219103],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,8,10
HUNBSTRND,ZDW19-03646 | [HUNBSTRND/219104],YES,1,2019,2 (1M/1F),1,126 (40M/40F/46UD),126,40,40,46,0.317,0.317,0.365,8,10
HUNBSTRND,ZDW19-03647 | [HUNBSTRND/219098],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,9,10
HUNBSTRND,ZDW19-03648 | [HUNBSTRND/219099],YES,1,2019,2 (1M/1F),1,126 (39M/40F/47UD),126,39,40,47,0.31,0.317,0.373,9,10
HUNBSTRND,ZDW19-03649 | [HUNBSTRND/219096],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,12,10
HUNBSTRND,ZDW19-03650 | [HUNBSTRND/219097],YES,1,2019,2 (1M/1F),1,126 (40M/39F/47UD),126,40,39,47,0.317,0.31,0.373,12,10
HUNBSTRND,ZDW20-03903 | [HUNBSTRND/220048],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,15,14
HUNBSTRND,ZDW20-03904 | [HUNBSTRND/220049],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,15,14
HUNBSTRND,ZDW20-03905 | [HUNBSTRND/220050],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,15,14
HUNBSTRND,ZDW20-03906 | [HUNBSTRND/220051],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,15,14
HUNBSTRND,ZDW20-03907 | [HUNBSTRND/220052],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,15,14
HUNBSTRND,ZDW20-03908 | [HUNBSTRND/220053],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,15,14
HUNBSTRND,ZDW20-03915 | [HUNBSTRND/220060],NO,0,2020,2 (1M/1F),1,94 (34M/31F/29UD),94,94,31,29,1,0.33,0.309,14,11
HUNBSTRND,ZDW20-03916 | [HUNBSTRND/220061],NO,0,2020,2 (1M/1F),1,94 (34M/31F/29UD),94,94,31,29,1,0.33,0.309,14,11
HUNBSTRND,ZDW20-03917 | [HUNBSTRND/220062],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,13,11
HUNBSTRND,ZDW20-03918 | [HUNBSTRND/220063],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,13,11
HUNBSTRND,ZDW20-03919 | [HUNBSTRND/220064],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03920 | [HUNBSTRND/220065],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03921 | [HUNBSTRND/220066],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03922 | [HUNBSTRND/220067],YES,1,2020,2 (1M/1F),1,94 (34M/31F/29UD),94,94,31,29,1,0.33,0.309,13,11
HUNBSTRND,ZDW20-03923 | [HUNBSTRND/220068],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,13,11
HUNBSTRND,ZDW20-03924 | [HUNBSTRND/220069],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,13,11
HUNBSTRND,ZDW20-03925 | [HUNBSTRND/220070],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03926 | [HUNBSTRND/220071],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03927 | [HUNBSTRND/220072],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03928 | [HUNBSTRND/220073],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,13,11
HUNBSTRND,ZDW20-03929 | [HUNBSTRND/220074],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03930 | [HUNBSTRND/220075],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03931 | [HUNBSTRND/220076],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03932 | [HUNBSTRND/220077],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,13,11
HUNBSTRND,ZDW20-03933 | [HUNBSTRND/220078],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,10,11
HUNBSTRND,ZDW20-03934 | [HUNBSTRND/220079],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,10,11
HUNBSTRND,ZDW20-03935 | [HUNBSTRND/220080],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,10,11
HUNBSTRND,ZDW20-03936 | [HUNBSTRND/220081],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,10,11
HUNBSTRND,ZDW20-03942 | [HUNBSTRND/220087],NO,0,2020,2 (1M/1F),1,94 (34M/31F/29UD),94,94,31,29,1,0.33,0.309,9,11
HUNBSTRND,ZDW20-03943 | [HUNBSTRND/220088],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,8,10
HUNBSTRND,ZDW20-03944 | [HUNBSTRND/220089],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,8,10
HUNBSTRND,ZDW20-03945 | [HUNBSTRND/220090],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,8,10
HUNBSTRND,ZDW20-03946 | [HUNBSTRND/220091],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,8,10
HUNBSTRND,ZDW20-03947 | [HUNBSTRND/220092],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,8,10
HUNBSTRND,ZDW20-03948 | [HUNBSTRND/220093],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,8,10
HUNBSTRND,ZDW20-03949 | [HUNBSTRND/220094],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,8,10
HUNBSTRND,ZDW20-03950 | [HUNBSTRND/220095],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,9,9
HUNBSTRND,ZDW20-03951 | [HUNBSTRND/220096],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,9,9
HUNBSTRND,ZDW20-03952 | [HUNBSTRND/220097],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,9,9
HUNBSTRND,ZDW20-03953 | [HUNBSTRND/220098],YES,1,2020,2 (1M/1F),1,94 (33M/31F/30UD),94,33,31,30,0.351,0.33,0.319,9,9
HUNBSTRND,ZDW20-03954 | [HUNBSTRND/220099],NO,0,2020,2 (1M/1F),1,94 (34M/31F/29UD),94,94,31,29,1,0.33,0.309,9,9
HUNBSTRND,ZDW20-03957 | [HUNBSTRND/220102],YES,1,2020,2 (1M/1F),1,94 (34M/30F/30UD),94,34,30,30,0.362,0.319,0.319,11,3
